Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
DATS,DatChat Inc. Common Stock,$1.13,-0.03,-2.586%,3400542.00,United States,2021,84155,Telecommunications,Telecommunications Equipment
DGII,Digi International Inc. Common Stock,$25.91,-0.03,-0.116%,943517417.00,United States,1989,295716,Telecommunications,Computer Communications Equipment
ESE,ESCO Technologies Inc. Common Stock,$117.87,1.16,0.994%,3035472163.00,United States,,55054,Telecommunications,Telecommunications Equipment
EXTR,Extreme Networks Inc. Common Stock,$14.73,0.89,6.431%,1919868400.00,United States,1999,2032099,Telecommunications,Computer Communications Equipment
FFIV,F5 Inc. Common Stock,$205.95,3.04,1.498%,12003682272.00,United States,1999,716460,Telecommunications,Computer Communications Equipment
FYBR,Frontier Communications Parent Inc. Common Stock,$35.585,-0.445,-1.235%,8859953300.00,United States,,4435507,Telecommunications,Telecommunications Equipment
HEAR,Turtle Beach Corporation Common Stock,$13.83,0.10,0.728%,287031609.00,United States,,128611,Telecommunications,Telecommunications Equipment
HUBC,Hub Cyber Security Ltd. Ordinary Shares,$0.4838,-0.0126,-2.538%,14736420.00,Israel,,730031,Telecommunications,Computer Communications Equipment
HUBCZ,Hub Cyber Security Ltd. Warrant 8/22/2025,$0.004,-0.0001,-2.439%,121839.00,Israel,,750,Telecommunications,Computer Communications Equipment
IDT,IDT Corporation Class B Common Stock,$36.83,0.23,0.628%,933234449.00,United States,,42543,Telecommunications,Telecommunications Equipment
IHS,IHS Holding Limited Ordinary Shares,$3.12,-0.09,-2.804%,1035590406.00,Cayman Islands,2021,140139,Telecommunications,Telecommunications Equipment
INSG,Inseego Corp. Common Stock,$18.01,1.66,10.153%,221208762.00,United States,,536716,Telecommunications,Telecommunications Equipment
INTZ,Intrusion Inc. Common Stock,$1.05,0.01,0.962%,6973601.00,United States,,81939,Telecommunications,Computer Communications Equipment
IRDM,Iridium Communications Inc Common Stock,$26.24,-0.86,-3.173%,3106360998.00,United States,,1088080,Telecommunications,Telecommunications Equipment
ITI,Iteris Inc. Common Stock,$7.10,0.00,0.00%,304042050.00,United States,,134223,Telecommunications,Telecommunications Equipment
JNPR,Juniper Networks Inc. Common Stock,$38.55,0.02,0.052%,12689252077.00,United States,1999,3339112,Telecommunications,Computer Communications Equipment
KORE,KORE Group Holdings Inc. Common Stock,$2.29,0.17,8.019%,41432475.00,United States,,5444,Telecommunications,Telecommunications Equipment
KSCP,Knightscope Inc. Class A Common Stock,$0.1959,-0.0071,-3.498%,29937610.00,United States,2022,3394735,Telecommunications,Telecommunications Equipment
KT,KT Corporation Common Stock,$15.42,0.07,0.456%,7599389934.00,South Korea,,1188819,Telecommunications,Telecommunications Equipment
LBRDA,Liberty Broadband Corporation Class A Common Stock,$60.00,1.54,2.634%,8570878140.00,United States,,79594,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,$61.10,1.54,2.586%,8728010906.00,United States,,573342,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,$24.35,-0.05,-0.205%,3478348045.00,United States,,3551,Telecommunications,Cable & Other Pay Television Services
LBTYA,Liberty Global Ltd. Class A Common Shares,$19.69,0.13,0.665%,7195609313.00,United Kingdom,,995387,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,$19.44,0.24,1.25%,7104248098.00,United Kingdom,,1252,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,$20.10,0.20,1.005%,7345441706.00,United Kingdom,,875855,Telecommunications,Cable & Other Pay Television Services
LILA,Liberty Latin America Ltd. Class A Common Stock,$9.41,0.23,2.505%,1847183000.00,United States,,220838,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,$9.38,0.21,2.29%,1841294000.00,United States,,465170,Telecommunications,Cable & Other Pay Television Services
LITE,Lumentum Holdings Inc. Common Stock,$54.25,0.30,0.556%,3689000000.00,United States,,1230759,Telecommunications,Telecommunications Equipment
LTRX,Lantronix Inc. Common Stock,$4.47,0.18,4.196%,169400824.00,United States,2000,561947,Telecommunications,Computer Communications Equipment
LUMN,Lumen Technologies Inc. Common Stock,$5.99,0.55,10.11%,6090692223.00,United States,,18014840,Telecommunications,Telecommunications Equipment
MATW,Matthews International Corporation Class A Common Stock,$23.40,0.40,1.739%,715984402.00,United States,1994,79799,Telecommunications,Metal Fabrications
MTEK,Maris-Tech Ltd. Ordinary Shares,$1.72,-0.0001,-0.006%,13551022.00,Israel,2022,23413,Telecommunications,Telecommunications Equipment
MTEKW,Maris-Tech Ltd. Warrants,$0.09,0.00,0.00%,709065.00,Israel,2022,35529,Telecommunications,Telecommunications Equipment
NSSC,NAPCO Security Technologies Inc. Common Stock,$37.58,1.125,3.086%,1385742620.00,United States,,390281,Telecommunications,Telecommunications Equipment
NXPL,NextPlat Corp Common Stock,$1.4127,0.0627,4.644%,26803363.00,United States,,54206,Telecommunications,Telecommunications Equipment
NXPLW,NextPlat Corp Warrants,$0.33,0.00,0.00%,6261138.00,United States,,6,Telecommunications,Telecommunications Equipment
ORAN,Orange,$11.96,0.06,0.504%,31814276924.00,France,,253577,Telecommunications,Telecommunications Equipment
PHI,PLDT Inc. Sponsored ADR,$26.43,0.30,1.148%,5710354133.00,Philippines,,24090,Telecommunications,Telecommunications Equipment
RCI,Rogers Communication Inc. Common Stock,$40.21,-0.16,-0.396%,21362148319.00,Canada,,688432,Telecommunications,Cable & Other Pay Television Services
REKR,Rekor Systems Inc. Common Stock,$1.21,0.03,2.542%,107089241.00,United States,,762514,Telecommunications,Telecommunications Equipment
ROKU,Roku Inc. Class A Common Stock,$74.13,3.98,5.674%,10725772441.00,United States,2017,7541144,Telecommunications,Cable & Other Pay Television Services
SHEN,Shenandoah Telecommunications Co Common Stock,$14.82,0.48,3.347%,808757040.00,United States,,184114,Telecommunications,Telecommunications Equipment
SIDU,Sidus Space Inc. Class A Common Stock,$2.80,-0.11,-3.78%,11707763.00,United States,2021,107184,Telecommunications,Telecommunications Equipment
SILC,Silicom Ltd Ordinary Shares,$13.355,-0.135,-1.001%,85545760.00,Israel,,4776,Telecommunications,Computer Communications Equipment
SKM,SK Telecom Co. Ltd. Common Stock,$24.22,0.24,1.001%,9290307600.00,South Korea,,219795,Telecommunications,Telecommunications Equipment
SNT,Senstar Technologies Corporation Common Shares,$1.61,-0.0352,-2.14%,37529100.00,Israel,,5537,Telecommunications,Telecommunications Equipment
SPOK,Spok Holdings Inc. Common Stock,$15.05,0.17,1.142%,304974028.00,United States,,56243,Telecommunications,Telecommunications Equipment
SYTA,Siyata Mobile Inc. Common Shares,$1.15,0.04,3.604%,1014818.00,Canada,2020,3847145,Telecommunications,Telecommunications Equipment
SYTAW,Siyata Mobile Inc. Warrant,$0.04,0.00,0.00%,35298.00,Canada,2020,156,Telecommunications,Telecommunications Equipment
T,AT&T Inc.,$21.59,0.14,0.653%,154805565304.00,United States,,34564647,Telecommunications,Telecommunications Equipment
TBB,AT&T Inc. 5.350% Global Notes due 2066,$24.50,0.01,0.041%,175670974987.00,United States,2017,86619,Telecommunications,Telecommunications Equipment
TBC,AT&T Inc. 5.625% Global Notes due 2067,$25.27,0.06,0.238%,181192062772.00,United States,2018,77496,Telecommunications,Telecommunications Equipment
TDS,Telephone and Data Systems Inc. Common Shares,$23.18,0.62,2.748%,2619340000.00,United States,,732284,Telecommunications,Telecommunications Equipment
TEF,Telefonica SA Common Stock,$4.69,0.04,0.86%,26969648700.00,Spain,1988,447792,Telecommunications,Telecommunications Equipment
TEO,Telecom Argentina SA,$8.05,0.00,0.00%,3467437696.00,Argentina,,241595,Telecommunications,Telecommunications Equipment
TIGO,Millicom International Cellular S.A. Common Stock,$26.72,0.19,0.716%,4598413270.00,Luxembourg,,29954,Telecommunications,Telecommunications Equipment
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,$16.26,-0.01,-0.061%,7872455909.00,Brazil,2020,255187,Telecommunications,Telecommunications Equipment
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,$7.04,-0.09,-1.262%,6195200000.00,Turkey,,1564439,Telecommunications,Telecommunications Equipment
TLK,PT Telekomunikasi Indonesia Tbk,$20.10,0.03,0.149%,19911505537.00,Indonesia,,404707,Telecommunications,Telecommunications Equipment
TMUS,T-Mobile US Inc. Common Stock,$202.41,3.87,1.949%,236168756120.00,United States,,3733401,Telecommunications,Telecommunications Equipment
TTGT,TechTarget Inc. Common Stock,$23.88,0.33,1.401%,682312184.00,United States,2007,113684,Telecommunications,Telecommunications Equipment
TU,Telus Corporation Ordinary Shares,$16.97,0.39,2.352%,25047720000.00,Canada,,3203578,Telecommunications,Telecommunications Equipment
USM,United States Cellular Corporation Common Stock,$56.20,0.67,1.207%,4833200000.00,United States,1988,158906,Telecommunications,Telecommunications Equipment
UTSI,UTStarcom Holdings Corp. Ordinary Shares,$2.83,-0.21,-6.908%,25791969.00,China,2000,12031,Telecommunications,Telecommunications Equipment
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,$23.11,0.02,0.087%,1987460000.00,United States,2020,20614,Telecommunications,Telecommunications Equipment
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,$21.47,0.07,0.327%,1846420000.00,United States,2020,32025,Telecommunications,Telecommunications Equipment
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,$21.46,0.07,0.327%,1845560000.00,United States,2021,18348,Telecommunications,Telecommunications Equipment
VEON,VEON Ltd. ADS,$27.99,-0.71,-2.474%,1966836168.00,Netherlands,,14579,Telecommunications,Telecommunications Equipment
VISL,Vislink Technologies Inc. Common Stock,$5.6392,0.0292,0.52%,13891932.00,United States,2013,24828,Telecommunications,Telecommunications Equipment
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),$9.72,0.05,0.517%,16063158859.00,Brazil,2020,253412,Telecommunications,Telecommunications Equipment
VOD,Vodafone Group Plc American Depositary Shares,$10.03,-0.01,-0.10%,26360120390.00,United Kingdom,,3923385,Telecommunications,Telecommunications Equipment
VZ,Verizon Communications Inc. Common Stock,$43.86,0.06,0.137%,184629547025.00,United States,,18396931,Telecommunications,Telecommunications Equipment
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,$7.66,0.72,10.375%,18781617923.00,United States,,60772935,Telecommunications,Cable & Other Pay Television Services
WLDS,Wearable Devices Ltd. Ordinary Share,$0.3161,-0.0139,-4.212%,6444466.00,Israel,2022,192585,Telecommunications,Computer Communications Equipment
WLDSW,Wearable Devices Ltd. Warrant,$0.0223,-0.0026,-10.442%,454640.00,Israel,2022,75490,Telecommunications,Computer Communications Equipment
WOW,WideOpenWest Inc. Common Stock,$5.35,0.29,5.731%,453086872.00,United States,2017,742572,Telecommunications,Cable & Other Pay Television Services
ZD,Ziff Davis Inc. Common Stock,$47.81,0.45,0.95%,2139055066.00,United States,,510364,Telecommunications,Telecommunications Equipment
